CALLE,SUPERFICIE,PRECIOUSD,PRECIOPESOS,USDM2,ANTIG,EN_GALERIA,COTIZ,TRIMESTRE,BARRIO,COMUNA
"ALVAREZ, DONATO, Tte. Gral. 2000",59,355000,22365000,6017,0,NO,63,PRIMER,VILLA GRAL. MITRE,11
BOLIVIA 1444,39,79000,4977000,2026,38,NO,63,PRIMER,VILLA GRAL. MITRE,11
BOYACA 2200,45,75000,4725000,1667,30,NO,63,PRIMER,VILLA GRAL. MITRE,11
"BUFANO, ALFREDO R. 1900",214,250000,15750000,1168,25,NO,63,PRIMER,VILLA GRAL. MITRE,11
CAMARONES 2111,148,155000,9765000,1047,50,NO,63,PRIMER,VILLA GRAL. MITRE,11
CARACAS 2300,148,200000,12600000,1351,40,NO,63,PRIMER,VILLA GRAL. MITRE,11
"DIAZ, CESAR, GRAL. 2200",520,370000,23310000,712,30,NO,63,PRIMER,VILLA GRAL. MITRE,11
GAONA 2700,104,118000,7434000,1135,0,NO,63,PRIMER,VILLA GRAL. MITRE,11
GAONA 2700,94,115000,7245000,1223,0,NO,63,PRIMER,VILLA GRAL. MITRE,11
GAONA 2704,110,198000,12474000,1800,50,NO,63,PRIMER,VILLA GRAL. MITRE,11
GAONA 2800,406,900000,56700000,2217,0,NO,63,PRIMER,VILLA GRAL. MITRE,11
GAVILAN 1698,200,282000,17766000,1410,40,NO,63,PRIMER,VILLA GRAL. MITRE,11
"INGENIEROS, JOSE 2700",24,49000,3087000,2042,41,NO,63,PRIMER,VILLA GRAL. MITRE,11
"JUSTO, JUAN B. 5200",109,150000,9450000,1376,64,NO,63,PRIMER,VILLA GRAL. MITRE,11
"JUSTO, JUAN B. 5400",440,650000,40950000,1477,25,NO,63,PRIMER,VILLA GRAL. MITRE,11
"MAGARIÑOS CERVANTES, A. 1334",29,95000,5985000,3276,10,NO,63,PRIMER,VILLA GRAL. MITRE,11
"MAGARIÑOS CERVANTES, A. 1500",157,219000,13797000,1395,2,NO,63,PRIMER,VILLA GRAL. MITRE,11
"MAGARIÑOS CERVANTES, A. 2500",39,88000,5544000,2256,40,NO,63,PRIMER,VILLA GRAL. MITRE,11
SAN BLAS 1600,27,108000,6804000,4000,70,NO,63,PRIMER,VILLA GRAL. MITRE,11
"ALBERDI, JUAN BAUTISTA 4600",100,146000,9198000,1460,0,NO,63,PRIMER,VILLA LURO,10
HOMERO 559,30,65000,4095000,2167,5,NO,63,PRIMER,VILLA LURO,10
"JUSTO, JUAN B. 8500",240,250000,15750000,1042,10,NO,63,PRIMER,VILLA LURO,10
LEOPARDI 100,42,135000,8505000,3214,0,NO,63,PRIMER,VILLA LURO,10
LOPE DE VEGA 1700,200,490000,30870000,2450,0,NO,63,PRIMER,VILLA LURO,10
RIVADAVIA 10100,87,130000,8190000,1494,60,NO,63,PRIMER,VILLA LURO,10
RIVADAVIA 10100,100,360000,22680000,3600,10,SI,63,PRIMER,VILLA LURO,10
RIVADAVIA 9218,1100,420000,26460000,382,60,NO,63,PRIMER,VILLA LURO,10
RIVADAVIA 9400,113,200000,12600000,1770,0,NO,63,PRIMER,VILLA LURO,10
RIVADAVIA 9521,205,595000,37485000,2902,3,NO,63,PRIMER,VILLA LURO,10
"SAENZ VALIENTE, ANSELMO 21",21,52000,3276000,2476,34,NO,63,PRIMER,VILLA LURO,10
"BEIRO, FRANCISCO 5500",70,195000,12285000,2786,3,NO,63,PRIMER,VILLA REAL,10
LOPE DE VEGA 2600,490,470000,29610000,959,40,NO,63,PRIMER,VILLA REAL,10
LOPE DE VEGA 2700,773,1200000,75600000,1552,40,NO,63,PRIMER,VILLA REAL,10
LOPE DE VEGA 3200,50,490000,30870000,9800,25,NO,63,PRIMER,VILLA REAL,10
NAZARRE 6100,50,75000,4725000,1500,0,NO,63,PRIMER,VILLA REAL,10
NAZARRE 6102,200,80000,5040000,400,8,NO,63,PRIMER,VILLA REAL,10
NOGOYA 5700,40,120000,7560000,3000,0,NO,63,PRIMER,VILLA REAL,10
"VARELA, JOSE PEDRO 5324",240,190000,11970000,792,40,NO,63,PRIMER,VILLA REAL,10
"CHILAVERT, MARTINIANO, Cnel. 6714",18,35000,2205000,1944,31,NO,63,PRIMER,VILLA RIACHUELO,8
"CHILAVERT, MARTINIANO, Cnel. 6807",40,120000,7560000,3000,60,NO,63,PRIMER,VILLA RIACHUELO,8
"FERNANDEZ DE LA CRUZ, F., GRAL. 6688",160,400000,25200000,2500,50,NO,63,PRIMER,VILLA RIACHUELO,8
GUAMINI 4800,295,300000,18900000,1017,18,NO,63,PRIMER,VILLA RIACHUELO,8
GUAMINI 4843,213,300000,18900000,1408,10,NO,63,PRIMER,VILLA RIACHUELO,8
PIEDRA BUENA 4666,370,350000,22050000,946,35,NO,63,PRIMER,VILLA RIACHUELO,8
ALVAREZ JONTE 2700,31,99000,6237000,3194,0,NO,63,PRIMER,VILLA SANTA RITA,11
ARGERICH 1500,294,660000,41580000,2245,40,NO,63,PRIMER,VILLA SANTA RITA,11
GAONA 3700,114,350000,22050000,3070,0,NO,63,PRIMER,VILLA SANTA RITA,11
"MAGARIÑOS CERVANTES, A. 3000",51,207000,13041000,4059,0,NO,63,PRIMER,VILLA SANTA RITA,11
"MAGARIÑOS CERVANTES, A. 3000",37,166800,10508400,4508,0,NO,63,PRIMER,VILLA SANTA RITA,11
NAZCA 1300,170,230000,14490000,1353,0,NO,63,PRIMER,VILLA SANTA RITA,11
NAZCA 2300,34,85000,5355000,2500,0,NO,63,PRIMER,VILLA SANTA RITA,11
SAN BLAS 3300,46,65000,4095000,1413,35,NO,63,PRIMER,VILLA SANTA RITA,11
TRES ARROYOS 2805,82,299000,18837000,3646,35,NO,63,PRIMER,VILLA SANTA RITA,11
O'GORMAN 400,401,2000000,126000000,4988,0,NO,63,PRIMER,VILLA SOLDATI,8
O'GORMAN 400,170,1500000,94500000,8824,0,NO,63,PRIMER,VILLA SOLDATI,8
AZARA 200,200,180000,11340000,900,29,NO,63,PRIMER,BARRACAS ESTE,4
BOLIVAR 1800,450,650000,40950000,1444,0,NO,63,PRIMER,BARRACAS ESTE,4
BRANDSEN 1700,100,400000,25200000,4000,25,NO,63,PRIMER,BARRACAS ESTE,4
CALIFORNIA 1800,90,239900,15113700,2666,40,NO,63,PRIMER,BARRACAS ESTE,4
CALIFORNIA 2200,632,480000,30240000,759,0,NO,63,PRIMER,BARRACAS ESTE,4
"CARRILLO, RAMON, DR. 200",131,155000,9765000,1183,60,NO,63,PRIMER,BARRACAS ESTE,4
HERRERA 1700,126,379000,23877000,3008,0,NO,63,PRIMER,BARRACAS ESTE,4
HERRERA 1700,120,439000,27657000,3658,0,NO,63,PRIMER,BARRACAS ESTE,4
HERRERA 1700,94,379000,23877000,4032,0,NO,63,PRIMER,BARRACAS ESTE,4
ITUZAINGO 500,30,65000,4095000,2167,0,NO,63,PRIMER,BARRACAS ESTE,4
LAFAYETTE 500,210,200000,12600000,952,0,NO,63,PRIMER,BARRACAS ESTE,4
LUZURIAGA 300,131,80000,5040000,611,0,NO,63,PRIMER,BARRACAS ESTE,4
MIRAVE 2700,255,260000,16380000,1020,50,NO,63,PRIMER,BARRACAS ESTE,4
"MONTES DE OCA, MANUEL 1100",5000,8300000,522900000,1660,0,NO,63,PRIMER,BARRACAS ESTE,4
"MONTES DE OCA, MANUEL 1200",216,690000,43470000,3194,50,NO,63,PRIMER,BARRACAS ESTE,4
"MONTES DE OCA, MANUEL 1413",31,70000,4410000,2258,35,NO,63,PRIMER,BARRACAS ESTE,4
"MONTES DE OCA, MANUEL 251",101,320000,20160000,3168,9,NO,63,PRIMER,BARRACAS ESTE,4
"MONTES DE OCA, MANUEL 427",200,1000000,63000000,5000,0,NO,63,PRIMER,BARRACAS ESTE,4
"QUINQUELA MARTIN, BENITO 1700",85,260000,16380000,3059,0,NO,63,PRIMER,BARRACAS ESTE,4
REGIMIENTO DE PATRICIOS 1600,413,600000,37800000,1453,40,NO,63,PRIMER,BARRACAS ESTE,4
REGIMIENTO DE PATRICIOS 700,105,270000,17010000,2571,0,SI,63,PRIMER,BARRACAS ESTE,4
REGIMIENTO DE PATRICIOS 900,251,400000,25200000,1594,0,SI,63,PRIMER,BARRACAS ESTE,4
RUY DIAZ DE GUZMAN 600,36,68000,4284000,1889,45,NO,63,PRIMER,BARRACAS ESTE,4
SANTA MAGDALENA 500,80,85000,5355000,1062,50,SI,63,PRIMER,BARRACAS ESTE,4
SUAREZ 1500,523,845000,53235000,1616,30,SI,63,PRIMER,BARRACAS ESTE,4
SUAREZ 1500,204,970000,61110000,4755,40,NO,63,PRIMER,BARRACAS ESTE,4
USPALLATA 700,38,85000,5355000,2237,4,NO,63,PRIMER,BARRACAS ESTE,4
"VALLE, ARISTOBULO DEL 1400",583,1200000,75600000,2058,20,NO,63,PRIMER,BARRACAS ESTE,4
"VALLE, ARISTOBULO DEL 1400",66,150000,9450000,2273,30,NO,63,PRIMER,BARRACAS ESTE,4
VELEZ SARSFIELD 700,30,55000,3465000,1833,0,NO,63,PRIMER,BARRACAS ESTE,4
VIEYTES 1200,70,79000,4977000,1129,50,NO,63,PRIMER,BARRACAS ESTE,4
VIEYTES 1246,70,58000,3654000,829,40,NO,63,PRIMER,BARRACAS ESTE,4
VIEYTES 1300,30,70000,4410000,2333,0,NO,63,PRIMER,BARRACAS ESTE,4
"ALBERDI, JUAN BAUTISTA 4099",4408,5753000,362439000,1305,0,NO,63,PRIMER,PARQUE AVELLANEDA,9
"ALBERDI, JUAN BAUTISTA 4099",7007,5753000,362439000,821,15,SI,63,PRIMER,PARQUE AVELLANEDA,9
"ALBERDI, JUAN BAUTISTA 4100",544,520000,32760000,956,0,SI,63,PRIMER,PARQUE AVELLANEDA,9
"ALBERDI, JUAN BAUTISTA 4300",130,220000,13860000,1692,80,NO,63,PRIMER,PARQUE AVELLANEDA,9
"AMEGHINO, FLORENTINO, Dr. 1700",67,125000,7875000,1866,50,NO,63,PRIMER,PARQUE AVELLANEDA,9
"AMEGHINO, FLORENTINO, Dr. 1914",450,250000,15750000,556,10,NO,63,PRIMER,PARQUE AVELLANEDA,9
DIRECTORIO 3225,18,70000,4410000,3889,10,NO,63,PRIMER,PARQUE AVELLANEDA,9
DIRECTORIO 3500,90,95000,5985000,1056,30,NO,63,PRIMER,PARQUE AVELLANEDA,9
DIRECTORIO 3500,71,215000,13545000,3028,1,NO,63,PRIMER,PARQUE AVELLANEDA,9
DIRECTORIO 3945,65,140000,8820000,2154,30,NO,63,PRIMER,PARQUE AVELLANEDA,9
DIRECTORIO 4490,30,95000,5985000,3167,40,NO,63,PRIMER,PARQUE AVELLANEDA,9
ESCALADA 1900,2300,1900000,119700000,826,0,NO,63,PRIMER,PARQUE AVELLANEDA,9
HOMERO 752,688,530000,33390000,770,45,NO,63,PRIMER,PARQUE AVELLANEDA,9
"LARRAÑAGA, DAMASO 600",36,50000,3150000,1389,0,NO,63,PRIMER,PARQUE AVELLANEDA,9
MOZART 1000,145,150000,9450000,1034,80,NO,63,PRIMER,PARQUE AVELLANEDA,9
OLIVERA 1400,21,40000,2520000,1905,0,NO,63,PRIMER,PARQUE AVELLANEDA,9
"PERON, EVA 4300",122,249000,15687000,2041,0,NO,63,PRIMER,PARQUE AVELLANEDA,9
OLIVERA 1061,46,67000,4221000,1457,39,NO,63,PRIMER,PARQUE AVELLANEDA,9
2 DE ABRIL DE 1982 6900,154,65000,4095000,422,30,NO,63,PRIMER,VILLA LUGANO,8
"ALVAREZ, CRISOSTOMO 5000",600,349000,21987000,582,43,NO,63,PRIMER,VILLA LUGANO,8
ARAUJO 2408,25,40000,2520000,1600,40,SI,63,PRIMER,VILLA LUGANO,8
"CHILAVERT, MARTINIANO, Cnel. 5677",63,54000,3402000,857,0,NO,63,PRIMER,VILLA LUGANO,8
ESCALADA 2225,44,120000,7560000,2727,0,NO,63,PRIMER,VILLA LUGANO,8
MURGUIONDO 3687,76,89000,5607000,1171,60,NO,63,PRIMER,VILLA LUGANO,8
"PERON, EVA 5900",625,600000,37800000,960,60,NO,63,PRIMER,VILLA LUGANO,8
"PERON, EVA 6100",71,127000,8001000,1789,61,NO,63,PRIMER,VILLA LUGANO,8
RIESTRA 5999,120,410000,25830000,3417,0,SI,63,PRIMER,VILLA LUGANO,8
SOLDADO DE LA FRONTERA 5100,50,60000,3780000,1200,30,NO,63,PRIMER,VILLA LUGANO,8
SOLDADO DE LA FRONTERA 5400,68,88000,5544000,1294,0,NO,63,PRIMER,VILLA LUGANO,8
SOLDADO DE LA FRONTERA 5550,50,85000,5355000,1700,40,NO,63,PRIMER,VILLA LUGANO,8
"VILLEGAS, CONRADO, Gral. 5400",120,60000,3780000,500,45,NO,63,PRIMER,VILLA LUGANO,8
"VILLEGAS, CONRADO, Gral. 5400",80,42000,2646000,525,45,NO,63,PRIMER,VILLA LUGANO,8
"VILLEGAS, CONRADO, Gral. 5400",40,22000,1386000,550,45,NO,63,PRIMER,VILLA LUGANO,8
"ALBERDI, JUAN BAUTISTA 2200",203,335000,21105000,1650,55,NO,63,PRIMER,FLORES NORTE,7
"ALBERDI, JUAN BAUTISTA 2200",26,59000,3717000,2269,40,NO,63,PRIMER,FLORES NORTE,7
"ALBERDI, JUAN BAUTISTA 2200",157,460000,28980000,2930,50,NO,63,PRIMER,FLORES NORTE,7
"ALBERDI, JUAN BAUTISTA 2300",500,750000,47250000,1500,0,NO,63,PRIMER,FLORES NORTE,7
"ALBERDI, JUAN BAUTISTA 2500",8495,3600000,226800000,424,20,NO,63,PRIMER,FLORES NORTE,7
"ALVAREZ, DONATO, Tte. Gral. 400",293,650000,40950000,2218,15,NO,63,PRIMER,FLORES NORTE,7
ARGERICH 200,263,1700000,107100000,6464,10,NO,63,PRIMER,FLORES NORTE,7
ARGERICH 700,340,980000,61740000,2882,0,NO,63,PRIMER,FLORES NORTE,7
ARGERICH 895,100,400000,25200000,4000,0,NO,63,PRIMER,FLORES NORTE,7
"ARTIGAS, JOSE GERVASIO DE, 300",44,125000,7875000,2841,30,NO,63,PRIMER,FLORES NORTE,7
BACACAY 2605,36,110000,6930000,3056,50,NO,63,PRIMER,FLORES NORTE,7
BOLIVIA 100,554,1600000,100800000,2888,0,NO,63,PRIMER,FLORES NORTE,7
BOLIVIA 42,30,44000,2772000,1467,15,SI,63,PRIMER,FLORES NORTE,7
"BONIFACIO, JOSE 1876",119,495000,31185000,4160,0,NO,63,PRIMER,FLORES NORTE,7
"BONIFACIO, JOSE 2813",54,80000,5040000,1481,30,NO,63,PRIMER,FLORES NORTE,7
BOYACA 37,100,520000,32760000,5200,1,NO,63,PRIMER,FLORES NORTE,7
BOYACA 500,35,20000,1260000,571,0,NO,63,PRIMER,FLORES NORTE,7
BOYACA 577,24,160000,10080000,6667,0,NO,63,PRIMER,FLORES NORTE,7
BOYACA 600,202,245000,15435000,1213,0,NO,63,PRIMER,FLORES NORTE,7
CARABOBO 100,130,720000,45360000,5538,0,NO,63,PRIMER,FLORES NORTE,7
CARACAS 1000,519,440000,27720000,848,0,NO,63,PRIMER,FLORES NORTE,7
CARACAS 63,10,18000,1134000,1800,0,NO,63,PRIMER,FLORES NORTE,7
CUENCA 800,90,400000,25200000,4444,1,NO,63,PRIMER,FLORES NORTE,7
DIRECTORIO 2900,845,800000,50400000,947,0,NO,63,PRIMER,FLORES NORTE,7
"FALCON, RAMON L.,CNEL. 2347",49,190000,11970000,3878,32,NO,63,PRIMER,FLORES NORTE,7
"FALCON, RAMON L.,CNEL. 2391",54,135000,8505000,2500,38,NO,63,PRIMER,FLORES NORTE,7
"FALCON, RAMON L.,CNEL. 2577",70,265000,16695000,3786,30,NO,63,PRIMER,FLORES NORTE,7
GAONA 3500,50,289000,18207000,5780,40,NO,63,PRIMER,FLORES NORTE,7
LAFUENTE 100,22,55000,3465000,2500,0,NO,63,PRIMER,FLORES NORTE,7
LAFUENTE 300,17,58000,3654000,3412,0,NO,63,PRIMER,FLORES NORTE,7
MEMBRILLAR 100,34,100000,6300000,2941,50,NO,63,PRIMER,FLORES NORTE,7
MEMBRILLAR 51,34,25000,1575000,735,50,NO,63,PRIMER,FLORES NORTE,7
PEDERNERA 400,92,130000,8190000,1413,0,NO,63,PRIMER,FLORES NORTE,7
RIVADAVIA 6400,200,260000,16380000,1300,30,NO,63,PRIMER,FLORES NORTE,7
RIVADAVIA 6662,1061,2000000,126000000,1885,45,NO,63,PRIMER,FLORES NORTE,7
RIVADAVIA 6700,310,500000,31500000,1613,0,NO,63,PRIMER,FLORES NORTE,7
RIVADAVIA 6700,6,14000,882000,2333,51,NO,63,PRIMER,FLORES NORTE,7
RIVADAVIA 6743,9,20000,1260000,2222,0,NO,63,PRIMER,FLORES NORTE,7
RIVADAVIA 6743,12,37000,2331000,3083,0,NO,63,PRIMER,FLORES NORTE,7
RIVADAVIA 6743,11,42000,2646000,3818,0,NO,63,PRIMER,FLORES NORTE,7
RIVADAVIA 6800,128,150000,9450000,1172,0,NO,63,PRIMER,FLORES NORTE,7
RIVADAVIA 6800,56,50000,3150000,893,0,NO,63,PRIMER,FLORES NORTE,7
RIVADAVIA 7000,38,39900,2513700,1050,0,NO,63,PRIMER,FLORES NORTE,7
RIVADAVIA 7000,395,416000,26208000,1053,0,NO,63,PRIMER,FLORES NORTE,7
RIVADAVIA 7000,21,24500,1543500,1167,0,NO,63,PRIMER,FLORES NORTE,7
RIVADAVIA 7000,28,33000,2079000,1179,0,NO,63,PRIMER,FLORES NORTE,7
RIVADAVIA 7000,22,26500,1669500,1205,0,NO,63,PRIMER,FLORES NORTE,7
RIVADAVIA 7000,35,42500,2677500,1214,0,NO,63,PRIMER,FLORES NORTE,7
RIVADAVIA 7000,64,85500,5386500,1336,0,NO,63,PRIMER,FLORES NORTE,7
RIVADAVIA 7000,132,498000,31374000,3773,20,NO,63,PRIMER,FLORES NORTE,7
RIVADAVIA 7000,100,715000,45045000,7150,0,NO,63,PRIMER,FLORES NORTE,7
RIVADAVIA 7100,272,1100000,69300000,4044,0,NO,63,PRIMER,FLORES NORTE,7
RIVADAVIA 7241,129,479000,30177000,3713,6,NO,63,PRIMER,FLORES NORTE,7
"VALLESE, FELIPE 2893",40,200000,12600000,5000,35,NO,63,PRIMER,FLORES NORTE,7
"VALLESE, FELIPE 2900",71,450000,28350000,6338,0,NO,63,PRIMER,FLORES NORTE,7
YERBAL 2100,114,245000,15435000,2149,0,SI,63,PRIMER,FLORES NORTE,7
YERBAL 2200,10,20000,1260000,2000,0,SI,63,PRIMER,FLORES NORTE,7
YERBAL 2248,9,20000,1260000,2222,50,SI,63,PRIMER,FLORES NORTE,7
YERBAL 2248,15,54000,3402000,3600,25,SI,63,PRIMER,FLORES NORTE,7
YERBAL 2248,15,10000,630000,667,25,NO,63,PRIMER,FLORES NORTE,7
YERBAL 2500,33,62000,3906000,1879,65,NO,63,PRIMER,FLORES NORTE,7
